TokenAddress,Chain,EventID,EventType,Event,EventDetail,Pt,BaseScore
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),5.3882439411654,2024-05-01 12,-1
0x808507121b80c02388fad14726482e061b8da827,eth,11,Cex Trades,Cex Withdrawal(ETH),5.72343028792451,2024-05-01 12,1
0x808507121b80c02388fad14726482e061b8da827,eth,15,Dex Trades,Dex Bought(ETH),3.14912559588439,2024-05-01 11,1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),5.6412088810919,2024-05-01 11,-1
0x808507121b80c02388fad14726482e061b8da827,eth,11,Cex Trades,Cex Withdrawal(ETH),5.52597893426455,2024-05-01 11,1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,C-9,Open Interest Change,Open Interest Increased,0.107181713094132,2024-05-01 11,1
0x808507121b80c02388fad14726482e061b8da827,eth,15,Dex Trades,Dex Bought(ETH),3.16694356353128,2024-05-01 10,1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),5.60686019700918,2024-05-01 10,-1
0x808507121b80c02388fad14726482e061b8da827,eth,11,Cex Trades,Cex Withdrawal(ETH),5.52914757423913,2024-05-01 10,1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),3.53734297817603,2024-05-01 09,-1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,N-5,Investment,Investment: Project being invested,Investors accumulating ETFSwap (ETFS) to enjoy revenue share,2024-05-01 09,1
0x808507121b80c02388fad14726482e061b8da827,eth,11,Cex Trades,Cex Withdrawal(ETH),5.59355432283013,2024-05-01 09,1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,N-8,Project News,Project News: Team token transfer out,"A whale suspected of clearing out their UNI position, two years after building it.",2024-05-01 09,-1
0x808507121b80c02388fad14726482e061b8da827,eth,11,Cex Trades,Cex Withdrawal(ETH),5.79943825548679,2024-05-01 08,1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),3.30933375946248,2024-05-01 08,-1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),4.12973947737327,2024-05-01 07,-1
0x808507121b80c02388fad14726482e061b8da827,eth,11,Cex Trades,Cex Withdrawal(ETH),5.6400803198995,2024-05-01 07,1
0x808507121b80c02388fad14726482e061b8da827,eth,11,Cex Trades,Cex Withdrawal(ETH),7.80064825781574,2024-05-01 06,1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),2.17699508152783,2024-05-01 06,-1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,C-8,Funding Rate Change,Positive Funding Rate,-2.15e-05,2024-05-01 05,1
0x808507121b80c02388fad14726482e061b8da827,eth,11,Cex Trades,Cex Withdrawal(ETH),7.39500429172729,2024-05-01 05,1
0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,eth,11,Cex Trades,Cex Withdrawal(ETH),3.58250865365358,2024-05-01 04,1
0x6982508145454ce325ddbe47a25d4ec3d2311933,eth,C-8,Funding Rate Change,Positive Funding Rate,-2.415e-05,2024-05-01 04,1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,C-8,Funding Rate Change,Positive Funding Rate,-3.652e-05,2024-05-01 04,1
0x808507121b80c02388fad14726482e061b8da827,eth,11,Cex Trades,Cex Withdrawal(ETH),7.35465597478316,2024-05-01 04,1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),2.56035567819871,2024-05-01 04,-1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,C-8,Funding Rate Change,Positive Funding Rate,-9.566e-05,2024-05-01 03,1
0x6982508145454ce325ddbe47a25d4ec3d2311933,eth,C-8,Funding Rate Change,Positive Funding Rate,-5.136e-05,2024-05-01 03,1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),4.72796317952856,2024-05-01 03,-1
0x808507121b80c02388fad14726482e061b8da827,eth,11,Cex Trades,Cex Withdrawal(ETH),7.64998071502598,2024-05-01 03,1
0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,eth,11,Cex Trades,Cex Withdrawal(ETH),3.52053957267288,2024-05-01 03,1
0x808507121b80c02388fad14726482e061b8da827,eth,11,Cex Trades,Cex Withdrawal(ETH),6.69881053025047,2024-05-01 02,1
0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,eth,11,Cex Trades,Cex Withdrawal(ETH),3.74625494423443,2024-05-01 02,1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,C-8,Funding Rate Change,Positive Funding Rate,-0.00010682,2024-05-01 02,1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),4.71013415832515,2024-05-01 02,-1
0x6982508145454ce325ddbe47a25d4ec3d2311933,eth,C-8,Funding Rate Change,Positive Funding Rate,-0.00012036,2024-05-01 02,1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),4.82101880205419,2024-05-01 01,-1
0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,eth,11,Cex Trades,Cex Withdrawal(ETH),3.74216446706226,2024-05-01 01,1
0x6982508145454ce325ddbe47a25d4ec3d2311933,eth,C-8,Funding Rate Change,Positive Funding Rate,-0.00018422,2024-05-01 01,1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,C-8,Funding Rate Change,Positive Funding Rate,-9.729e-05,2024-05-01 01,1
0x808507121b80c02388fad14726482e061b8da827,eth,11,Cex Trades,Cex Withdrawal(ETH),3.02198023930973,2024-05-01 01,1
0xaea46a60368a7bd060eec7df8cba43b7ef41ad85,eth,C-8,Funding Rate Change,Positive Funding Rate,-7.96e-06,2024-05-01 01,1
0x6982508145454ce325ddbe47a25d4ec3d2311933,eth,C-8,Funding Rate Change,Positive Funding Rate,-0.00022214,2024-05-01 00,1
0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,eth,11,Cex Trades,Cex Withdrawal(ETH),3.7572815846078,2024-05-01 00,1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),3.80042365988723,2024-05-01 00,-1
0x808507121b80c02388fad14726482e061b8da827,eth,C-13,Category Performance,Bear Category Performance Times,2,2024-05-01 00,-1
0x808507121b80c02388fad14726482e061b8da827,eth,11,Cex Trades,Cex Withdrawal(ETH),3.01945498110809,2024-05-01 00,1
0xaea46a60368a7bd060eec7df8cba43b7ef41ad85,eth,C-8,Funding Rate Change,Positive Funding Rate,-6.57e-05,2024-05-01 00,1
0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,eth,11,Cex Trades,Cex Withdrawal(ETH),3.62610359521361,2024-04-30 23,1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),3.97741232936439,2024-04-30 23,-1
0x6982508145454ce325ddbe47a25d4ec3d2311933,eth,5,Smart Money Trades,Smart Money Bought(ETH),2.2859567145809,2024-04-30 23,1
0x808507121b80c02388fad14726482e061b8da827,eth,11,Cex Trades,Cex Withdrawal(ETH),3.02361947592792,2024-04-30 23,1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),5.17538114463941,2024-04-30 22,-1
0x6982508145454ce325ddbe47a25d4ec3d2311933,eth,5,Smart Money Trades,Smart Money Bought(ETH),2.36383281817045,2024-04-30 22,1
0x6e2a43be0b1d33b726f0ca3b8de60b3482b8b050,eth,C-9,Open Interest Change,Open Interest Increased,0.0539922336651643,2024-04-30 22,1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),5.27243414870827,2024-04-30 21,-1
0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,eth,11,Cex Trades,Cex Withdrawal(ETH),3.79463812638608,2024-04-30 21,1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),5.2511750956309,2024-04-30 20,-1
0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,eth,11,Cex Trades,Cex Withdrawal(ETH),3.81706049402185,2024-04-30 20,1
0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,eth,11,Cex Trades,Cex Withdrawal(ETH),3.84446497567591,2024-04-30 19,1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),8.83748604088633,2024-04-30 19,-1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),8.84685723134681,2024-04-30 18,-1
0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,eth,11,Cex Trades,Cex Withdrawal(ETH),3.59867990017504,2024-04-30 18,1
0x6982508145454ce325ddbe47a25d4ec3d2311933,eth,C-8,Funding Rate Change,Positive Funding Rate,-2.985e-05,2024-04-30 18,1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),9.70304500676217,2024-04-30 17,-1
0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,eth,11,Cex Trades,Cex Withdrawal(ETH),3.85611874105046,2024-04-30 16,1
0x808507121b80c02388fad14726482e061b8da827,eth,11,Cex Trades,Cex Withdrawal(ETH),3.80133273774392,2024-04-30 15,1
0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,eth,11,Cex Trades,Cex Withdrawal(ETH),4.17790716598023,2024-04-30 15,1
0x808507121b80c02388fad14726482e061b8da827,eth,N-13,Project News,Project News: Airdrop,"Pendle users inquire about the amount of airdrop they will receive, EigenLayer answers community questions.",2024-04-30 10,1
0xa9b1eb5908cfc3cdf91f9b8b3a74108598009096,eth,10,CexCex,Cex Trades,Deposit,2024-04-30 10,-1
0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,eth,10,CexCex,Cex Trades,Deposit,2024-04-30 09,-1
0x6982508145454ce325ddbe47a25d4ec3d2311933,eth,N-16,Security Incident,Security Incident: Stolen assets recovery,2 whales withdrew approximately 57 billion PEPE tokens and 5.3 billion SHIB tokens from CEX in the past 24 hours,2024-04-30 08,1
0x57e114b691db790c35207b2e685d4a43181e6061,eth,15,Dex Trades,Dex Bought(ETH),3.07164500772825,2024-04-30 08,1
0x57e114b691db790c35207b2e685d4a43181e6061,eth,15,Dex Trades,Dex Bought(ETH),3.15640873453963,2024-04-30 07,1
0x808507121b80c02388fad14726482e061b8da827,eth,C-9,Open Interest Change,Open Interest Increased,0.0592099176173637,2024-04-30 07,1
0x9d65ff81a3c488d585bbfb0bfe3c7707c7917f54,eth,11,Cex Trades,Cex Withdrawal(ETH),9.39198464300653,2024-04-30 06,1
0x808507121b80c02388fad14726482e061b8da827,eth,10,Cex Trades,Cex Deposit(ETH),3.3166895080007,2024-04-30 06,-1
0x808507121b80c02388fad14726482e061b8da827,eth,10,Cex Trades,Cex Deposit(ETH),3.26329683058998,2024-04-30 05,-1
0x9d65ff81a3c488d585bbfb0bfe3c7707c7917f54,eth,11,Cex Trades,Cex Withdrawal(ETH),8.53055075871018,2024-04-30 05,1
0x808507121b80c02388fad14726482e061b8da827,eth,10,Cex Trades,Cex Deposit(ETH),3.26787855961235,2024-04-30 04,-1
0x57e114b691db790c35207b2e685d4a43181e6061,eth,21,Whale Position Change,Position Change Times,1,2024-04-30 03,-1
0x808507121b80c02388fad14726482e061b8da827,eth,N-13,Project News,Project News: Airdrop,"Pendle or other DeFi contract users will not be penalized in the airdrop distribution, considering users who participated after the snapshot on March 15 for the 2nd quarter.",2024-04-30 03,1
0x9d65ff81a3c488d585bbfb0bfe3c7707c7917f54,eth,11,Cex Trades,Cex Withdrawal(ETH),8.45931480176528,2024-04-30 03,1
0x808507121b80c02388fad14726482e061b8da827,eth,10,Cex Trades,Cex Deposit(ETH),3.239759619319,2024-04-30 03,-1
0x514910771af9ca656af840dff83e8264ecf986ca,eth,5,Smart Money Trades,Smart Money Bought(ETH),1,2024-04-30 03,1
0x808507121b80c02388fad14726482e061b8da827,eth,N-13,Project News,Project News: Airdrop,"EigenLayer clarifies: will distribute airdrop to LRT, including Pendle users in Phase 2 of the first quarter",2024-04-30 02,1
0x9d65ff81a3c488d585bbfb0bfe3c7707c7917f54,eth,11,Cex Trades,Cex Withdrawal(ETH),8.49216347020681,2024-04-30 02,1
0x808507121b80c02388fad14726482e061b8da827,eth,10,Cex Trades,Cex Deposit(ETH),3.01655047212127,2024-04-30 01,-1
0x514910771af9ca656af840dff83e8264ecf986ca,eth,15,Dex Trades,Dex Bought(ETH),2.02986561272766,2024-04-30 01,1
0x9d65ff81a3c488d585bbfb0bfe3c7707c7917f54,eth,11,Cex Trades,Cex Withdrawal(ETH),7.91763434007667,2024-04-30 01,1
0x6e2a43be0b1d33b726f0ca3b8de60b3482b8b050,eth,11,Cex Trades,Cex Withdrawal(ETH),4.64612212064012,2024-04-30 01,1
0x6e2a43be0b1d33b726f0ca3b8de60b3482b8b050,eth,11,Cex Trades,Cex Withdrawal(ETH),6.2692522408484,2024-04-30 00,1
0x514910771af9ca656af840dff83e8264ecf986ca,eth,15,Dex Trades,Dex Bought(ETH),2.07359927877437,2024-04-30 00,1
0x808507121b80c02388fad14726482e061b8da827,eth,10,Cex Trades,Cex Deposit(ETH),3.00871760596291,2024-04-30 00,-1
0x9d65ff81a3c488d585bbfb0bfe3c7707c7917f54,eth,11,Cex Trades,Cex Withdrawal(ETH),11.4117917973643,2024-04-30 00,1
0x808507121b80c02388fad14726482e061b8da827,eth,10,Cex Trades,Cex Deposit(ETH),3.00706795862881,2024-04-29 23,-1
0x6e2a43be0b1d33b726f0ca3b8de60b3482b8b050,eth,11,Cex Trades,Cex Withdrawal(ETH),3.18164965911841,2024-04-29 23,1
0x9d65ff81a3c488d585bbfb0bfe3c7707c7917f54,eth,11,Cex Trades,Cex Withdrawal(ETH),11.0820413043298,2024-04-29 23,1
0x514910771af9ca656af840dff83e8264ecf986ca,eth,15,Dex Trades,Dex Bought(ETH),2.26660684942292,2024-04-29 23,1
0x9d65ff81a3c488d585bbfb0bfe3c7707c7917f54,eth,C-9,Open Interest Change,Open Interest Increased,0.0514860636596162,2024-04-29 22,1
0x9d65ff81a3c488d585bbfb0bfe3c7707c7917f54,eth,11,Cex Trades,Cex Withdrawal(ETH),12.0294649829297,2024-04-29 22,1
0x9d65ff81a3c488d585bbfb0bfe3c7707c7917f54,eth,C-8,Funding Rate Change,Positive Funding Rate,-5.462e-05,2024-04-29 22,1
0x6e2a43be0b1d33b726f0ca3b8de60b3482b8b050,eth,11,Cex Trades,Cex Withdrawal(ETH),3.02746910171511,2024-04-29 22,1
0x514910771af9ca656af840dff83e8264ecf986ca,eth,15,Dex Trades,Dex Bought(ETH),2.37639473789451,2024-04-29 22,1
0x9d65ff81a3c488d585bbfb0bfe3c7707c7917f54,eth,C-8,Funding Rate Change,Positive Funding Rate,-9.905e-05,2024-04-29 21,1
0x514910771af9ca656af840dff83e8264ecf986ca,eth,15,Dex Trades,Dex Bought(ETH),2.6961715534732,2024-04-29 21,1
0x6e2a43be0b1d33b726f0ca3b8de60b3482b8b050,eth,11,Cex Trades,Cex Withdrawal(ETH),3.01330365382493,2024-04-29 21,1
0x9d65ff81a3c488d585bbfb0bfe3c7707c7917f54,eth,11,Cex Trades,Cex Withdrawal(ETH),11.9730165826809,2024-04-29 21,1
0x514910771af9ca656af840dff83e8264ecf986ca,eth,15,Dex Trades,Dex Bought(ETH),2.6615891394198,2024-04-29 20,1
0xa9b1eb5908cfc3cdf91f9b8b3a74108598009096,eth,15,Dex Trades,Dex Bought(ETH),3.33062385309148,2024-04-29 20,1
0x9d65ff81a3c488d585bbfb0bfe3c7707c7917f54,eth,11,Cex Trades,Cex Withdrawal(ETH),12.2601690592103,2024-04-29 20,1
0x9d65ff81a3c488d585bbfb0bfe3c7707c7917f54,eth,C-8,Funding Rate Change,Positive Funding Rate,-0.00012785,2024-04-29 20,1
0x514910771af9ca656af840dff83e8264ecf986ca,eth,15,Dex Trades,Dex Bought(ETH),2.35056562603288,2024-04-29 19,1
0x9d65ff81a3c488d585bbfb0bfe3c7707c7917f54,eth,11,Cex Trades,Cex Withdrawal(ETH),12.5787181806811,2024-04-29 19,1
0x808507121b80c02388fad14726482e061b8da827,eth,10,Cex Trades,Cex Deposit(ETH),3.09642058553141,2024-04-29 19,-1
0x9d65ff81a3c488d585bbfb0bfe3c7707c7917f54,eth,C-8,Funding Rate Change,Positive Funding Rate,-0.00012916,2024-04-29 19,1
0x9d65ff81a3c488d585bbfb0bfe3c7707c7917f54,eth,11,Cex Trades,Cex Withdrawal(ETH),12.9005910296943,2024-04-29 18,1
0x808507121b80c02388fad14726482e061b8da827,eth,C-9,Open Interest Change,Open Interest Increased,0.204258690977306,2024-04-29 18,1
0x514910771af9ca656af840dff83e8264ecf986ca,eth,15,Dex Trades,Dex Bought(ETH),2.10325581412404,2024-04-29 18,1
0x9d65ff81a3c488d585bbfb0bfe3c7707c7917f54,eth,11,Cex Trades,Cex Withdrawal(ETH),12.9645783137374,2024-04-29 17,1
0x808507121b80c02388fad14726482e061b8da827,eth,10,Cex Trades,Cex Deposit(ETH),3.10881632878926,2024-04-29 17,-1
0x514910771af9ca656af840dff83e8264ecf986ca,eth,15,Dex Trades,Dex Bought(ETH),2.12009024438568,2024-04-29 17,1
0x514910771af9ca656af840dff83e8264ecf986ca,eth,15,Dex Trades,Dex Bought(ETH),2.26373988859501,2024-04-29 16,1
0x808507121b80c02388fad14726482e061b8da827,eth,10,Cex Trades,Cex Deposit(ETH),3.30924050094296,2024-04-29 16,-1
0x9d65ff81a3c488d585bbfb0bfe3c7707c7917f54,eth,11,Cex Trades,Cex Withdrawal(ETH),13.3858291938911,2024-04-29 16,1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),10.0835827062472,2024-04-29 16,-1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,C-8,Funding Rate Change,Positive Funding Rate,-2.351e-05,2024-04-29 16,1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),7.1826224676682,2024-04-29 15,-1
0x514910771af9ca656af840dff83e8264ecf986ca,eth,15,Dex Trades,Dex Bought(ETH),2.2076411840028,2024-04-29 15,1
0x9d65ff81a3c488d585bbfb0bfe3c7707c7917f54,eth,11,Cex Trades,Cex Withdrawal(ETH),12.9611002066146,2024-04-29 15,1
0x808507121b80c02388fad14726482e061b8da827,eth,10,Cex Trades,Cex Deposit(ETH),3.6670843678174,2024-04-29 15,-1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),7.43875663861178,2024-04-29 14,-1
0x514910771af9ca656af840dff83e8264ecf986ca,eth,15,Dex Trades,Dex Bought(ETH),2.28131411976019,2024-04-29 14,1
0x9d65ff81a3c488d585bbfb0bfe3c7707c7917f54,eth,11,Cex Trades,Cex Withdrawal(ETH),11.1873887112646,2024-04-29 14,1
0x514910771af9ca656af840dff83e8264ecf986ca,eth,C-8,Funding Rate Change,Positive Funding Rate,-2.16e-06,2024-04-29 13,1
0x9d65ff81a3c488d585bbfb0bfe3c7707c7917f54,eth,11,Cex Trades,Cex Withdrawal(ETH),11.3620469141529,2024-04-29 13,1
0x514910771af9ca656af840dff83e8264ecf986ca,eth,15,Dex Trades,Dex Bought(ETH),2.04595676580121,2024-04-29 13,1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),7.69707170638662,2024-04-29 13,-1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),8.68818350617159,2024-04-29 12,-1
0x9d65ff81a3c488d585bbfb0bfe3c7707c7917f54,eth,11,Cex Trades,Cex Withdrawal(ETH),11.3620469141529,2024-04-29 12,1
0x514910771af9ca656af840dff83e8264ecf986ca,eth,C-8,Funding Rate Change,Positive Funding Rate,-2.336e-05,2024-04-29 12,1
0x9d65ff81a3c488d585bbfb0bfe3c7707c7917f54,eth,11,Cex Trades,Cex Withdrawal(ETH),10.3406762761744,2024-04-29 11,1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),8.59278059230375,2024-04-29 11,-1
0x514910771af9ca656af840dff83e8264ecf986ca,eth,C-8,Funding Rate Change,Positive Funding Rate,-6.221e-05,2024-04-29 11,1
0x9d65ff81a3c488d585bbfb0bfe3c7707c7917f54,eth,11,Cex Trades,Cex Withdrawal(ETH),14.3502455504527,2024-04-29 10,1
0x514910771af9ca656af840dff83e8264ecf986ca,eth,C-8,Funding Rate Change,Positive Funding Rate,-5.674e-05,2024-04-29 10,1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),11.2674884292038,2024-04-29 10,-1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),11.1355664792863,2024-04-29 09,-1
0x9d65ff81a3c488d585bbfb0bfe3c7707c7917f54,eth,11,Cex Trades,Cex Withdrawal(ETH),29.5332951722447,2024-04-29 09,1
0x514910771af9ca656af840dff83e8264ecf986ca,eth,C-8,Funding Rate Change,Positive Funding Rate,-6.692e-05,2024-04-29 09,1
0x514910771af9ca656af840dff83e8264ecf986ca,eth,C-8,Funding Rate Change,Positive Funding Rate,-5.762e-05,2024-04-29 08,1
0x9d65ff81a3c488d585bbfb0bfe3c7707c7917f54,eth,11,Cex Trades,Cex Withdrawal(ETH),29.5410847487738,2024-04-29 08,1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),11.0377014457429,2024-04-29 08,-1
0x9d65ff81a3c488d585bbfb0bfe3c7707c7917f54,eth,11,Cex Trades,Cex Withdrawal(ETH),17.4343924509516,2024-04-29 07,1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),10.908395748876,2024-04-29 07,-1
0x514910771af9ca656af840dff83e8264ecf986ca,eth,C-8,Funding Rate Change,Positive Funding Rate,-7.345e-05,2024-04-29 07,1
0x514910771af9ca656af840dff83e8264ecf986ca,eth,C-8,Funding Rate Change,Positive Funding Rate,-7.509e-05,2024-04-29 06,1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),14.5105967138779,2024-04-29 06,-1
0x6e2a43be0b1d33b726f0ca3b8de60b3482b8b050,eth,11,Cex Trades,Cex Withdrawal(ETH),4.61618298801439,2024-04-29 06,1
0x514910771af9ca656af840dff83e8264ecf986ca,eth,C-8,Funding Rate Change,Positive Funding Rate,-7.669e-05,2024-04-29 05,1
0x6e2a43be0b1d33b726f0ca3b8de60b3482b8b050,eth,11,Cex Trades,Cex Withdrawal(ETH),4.61618298801439,2024-04-29 05,1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),15.8781589479847,2024-04-29 05,-1
0x514910771af9ca656af840dff83e8264ecf986ca,eth,C-8,Funding Rate Change,Positive Funding Rate,-5.011e-05,2024-04-29 04,1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),17.5193273695876,2024-04-29 04,-1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),26.2362265264147,2024-04-29 03,-1
0x514910771af9ca656af840dff83e8264ecf986ca,eth,C-8,Funding Rate Change,Positive Funding Rate,-6.173e-05,2024-04-29 03,1
0x514910771af9ca656af840dff83e8264ecf986ca,eth,C-8,Funding Rate Change,Positive Funding Rate,-8.315e-05,2024-04-29 02,1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),25.9631871901772,2024-04-29 02,-1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),27.5576865702124,2024-04-29 01,-1
0x514910771af9ca656af840dff83e8264ecf986ca,eth,C-8,Funding Rate Change,Positive Funding Rate,-6.518e-05,2024-04-29 01,1
0x514910771af9ca656af840dff83e8264ecf986ca,eth,C-8,Funding Rate Change,Positive Funding Rate,-3.582e-05,2024-04-29 00,1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),27.490817891003,2024-04-29 00,-1
0x514910771af9ca656af840dff83e8264ecf986ca,eth,C-8,Funding Rate Change,Positive Funding Rate,-3.207e-05,2024-04-28 23,1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),28.0718217255672,2024-04-28 23,-1
0x514910771af9ca656af840dff83e8264ecf986ca,eth,C-8,Funding Rate Change,Positive Funding Rate,-6.853e-05,2024-04-28 22,1
0xaea46a60368a7bd060eec7df8cba43b7ef41ad85,eth,15,Dex Trades,Dex Bought(ETH),3.31707621563563,2024-04-28 22,1
0x57e114b691db790c35207b2e685d4a43181e6061,eth,15,Dex Trades,Dex Bought(ETH),3.07748581847595,2024-04-28 22,1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),29.5626188336496,2024-04-28 22,-1
0x57e114b691db790c35207b2e685d4a43181e6061,eth,15,Dex Trades,Dex Bought(ETH),3.53283299116692,2024-04-28 21,1
0xaea46a60368a7bd060eec7df8cba43b7ef41ad85,eth,15,Dex Trades,Dex Bought(ETH),3.13176504744937,2024-04-28 21,1
0x514910771af9ca656af840dff83e8264ecf986ca,eth,C-8,Funding Rate Change,Positive Funding Rate,-0.00013916,2024-04-28 21,1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),37.4015155676415,2024-04-28 21,-1
0x514910771af9ca656af840dff83e8264ecf986ca,eth,C-8,Funding Rate Change,Positive Funding Rate,-0.00014361,2024-04-28 20,1
0xaea46a60368a7bd060eec7df8cba43b7ef41ad85,eth,15,Dex Trades,Dex Bought(ETH),3.3456041124349,2024-04-28 20,1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),37.4599919708329,2024-04-28 20,-1
0x57e114b691db790c35207b2e685d4a43181e6061,eth,15,Dex Trades,Dex Bought(ETH),3.13889144227068,2024-04-28 20,1
0xaea46a60368a7bd060eec7df8cba43b7ef41ad85,eth,15,Dex Trades,Dex Bought(ETH),3.30218274010694,2024-04-28 19,1
0x57e114b691db790c35207b2e685d4a43181e6061,eth,15,Dex Trades,Dex Bought(ETH),3.09905737313547,2024-04-28 19,1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),37.0896533242282,2024-04-28 19,-1
0x514910771af9ca656af840dff83e8264ecf986ca,eth,C-8,Funding Rate Change,Positive Funding Rate,-0.00014038,2024-04-28 19,1
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,10,Cex Trades,Cex Deposit(ETH),41.5016352858075,2024-04-28 18,-1
0x514910771af9ca656af840dff83e8264ecf986ca,eth,C-8,Funding Rate Change,Positive Funding Rate,-0.00016015,2024-04-28 18,1
